Name;Position;Age;Team_from;League_from;Team_to;League_to;Season;Market_value;Transfer_fee;ROI;PV
Angelo Ogbonna;Centre-Back;25;Torino;Serie A;Juventus;Serie A;2013-2014;12000000;15000000;0.25;3000000
Lucas Digne;Left-Back;20;LOSC Lille;Ligue 1;Paris SG;Ligue 1;2013-2014;10000000;15000000;0.5;5000000
Fred;Central Midfield;20;Internacional;Série A;Shakhtar D.;Premier Liga;2013-2014;5000000;15000000;2;10000000
Juan Iturbe;Right Winger;21;FC Porto;Liga NOS;Hellas Verona;Serie A;2014-2015;20000000;15000000;-0.25;-5000000
Alessio Cerci;Right Winger;27;Torino;Serie A;Atlético Madrid;LaLiga;2014-2015;18000000;15000000;-0.166666666666667;-3000000
Radja Nainggolan;Central Midfield;26;Cagliari Calcio;Serie A;AS Roma;Serie A;2014-2015;18000000;15000000;-0.166666666666667;-3000000
Fernando;Defensive Midfield;26;FC Porto;Liga NOS;Man City;Premier League;2014-2015;17500000;15000000;-0.142857142857143;-2500000
Éverton Ribeiro;Attacking Midfield;25;Cruzeiro;Série A;Al-Ahli (UAE);UAE Gulf League;2014-2015;17000000;15000000;-0.117647058823529;-2000000
Ricardo Goulart;Second Striker;23;Cruzeiro;Série A;GZ Evergrande;Super League;2014-2015;11000000;15000000;0.363636363636364;4000000
Mathieu Debuchy;Right-Back;28;Newcastle;Premier League;Arsenal;Premier League;2014-2015;10000000;15000000;0.5;5000000
Gabriel Paulista;Centre-Back;24;Villarreal CF;LaLiga;Arsenal;Premier League;2014-2015;8000000;15000000;0.875;7000000
Enner Valencia;Centre-Forward;24;CF Pachuca;Liga MX Clausura;West Ham;Premier League;2014-2015;1600000;15000000;8.375;13400000
Roberto Pereyra;Attacking Midfield;24;Udinese Calcio;Serie A;Juventus;Serie A;2015-2016;17000000;15000000;-0.117647058823529;-2000000
Xherdan Shaqiri;Right Winger;23;Bayern Munich;1.Bundesliga;Inter;Serie A;2015-2016;17000000;15000000;-0.117647058823529;-2000000
Asier Illarramendi;Defensive Midfield;25;Real Madrid;LaLiga;Real Sociedad;LaLiga;2015-2016;15000000;15000000;0;0
Dimitri Payet;Attacking Midfield;28;Marseille;Ligue 1;West Ham;Premier League;2015-2016;13000000;15000000;0.153846153846154;2000000
Mario Suárez;Defensive Midfield;28;Atlético Madrid;LaLiga;Fiorentina;Serie A;2015-2016;10000000;15000000;0.5;5000000
Jordy Clasie;Defensive Midfield;24;Feyenoord;Eredivisie;Southampton;Premier League;2015-2016;10000000;15000000;0.5;5000000
João Cancelo;Right-Back;21;Benfica;Liga NOS;Valencia CF;LaLiga;2015-2016;5000000;15000000;2;10000000
Ivan Cavaleiro;Right Winger;21;Benfica;Liga NOS;Monaco;Ligue 1;2015-2016;3500000;15000000;3.28571428571429;11500000
Mohamed Salah;Right Winger;24;Chelsea;Premier League;AS Roma;Serie A;2016-2017;20000000;15000000;-0.25;-5000000
Christoph Kramer;Defensive Midfield;25;Bay. Leverkusen;1.Bundesliga;Bor. M'gladbach;1.Bundesliga;2016-2017;12000000;15000000;0.25;3000000
Ousmane Dembélé;Right Winger;19;Stade Rennais;Ligue 1;Bor. Dortmund;1.Bundesliga;2016-2017;12000000;15000000;0.25;3000000
Jonatan Soriano;Centre-Forward;31;RB Salzburg;Bundesliga;BJ Sinobo Guoan;Super League;2016-2017;6000000;15000000;1.5;9000000
Pierre-Emile Höjbjerg;Central Midfield;20;Bayern Munich;1.Bundesliga;Southampton;Premier League;2016-2017;6000000;15000000;1.5;9000000
Djibril Sidibé;Right-Back;23;LOSC Lille;Ligue 1;Monaco;Ligue 1;2016-2017;4000000;15000000;2.75;11000000
Isaac Success;Left Winger;20;Granada CF;LaLiga;Watford;Premier League;2016-2017;3000000;15000000;4;12000000
Hélder Costa;Right Winger;23;Benfica;Liga NOS;Wolves;Championship;2016-2017;3000000;15000000;4;12000000
Ricardo Rodríguez;Left-Back;24;VfL Wolfsburg;1.Bundesliga;AC Milan;Serie A;2017-2018;17000000;15000000;-0.117647058823529;-2000000
José Izquierdo;Left Winger;25;Club Brugge;Jupiler Pro League;Brighton;Premier League;2017-2018;14000000;15000000;0.0714285714285714;1000000
Konstantinos Mitroglou;Centre-Forward;29;Benfica;Liga NOS;Marseille;Ligue 1;2017-2018;12000000;15000000;0.25;3000000
Terence Kongolo;Centre-Back;23;Feyenoord;Eredivisie;Monaco;Ligue 1;2017-2018;10000000;15000000;0.5;5000000
Giovanni Simeone;Centre-Forward;22;Genoa;Serie A;Fiorentina;Serie A;2017-2018;10000000;15000000;0.5;5000000
Vicente Iborra;Defensive Midfield;29;Sevilla FC;LaLiga;Leicester;Premier League;2017-2018;9000000;15000000;0.666666666666667;6000000
Sebastián Driussi;Centre-Forward;21;River Plate;Primera División;Zenit S-Pb;Premier Liga;2017-2018;8000000;15000000;0.875;7000000
Gianluca Caprari;Second Striker;23;Inter;Serie A;Sampdoria;Serie A;2017-2018;6000000;15000000;1.5;9000000
Joris Gnagnon;Centre-Back;21;Stade Rennais;Ligue 1;Sevilla FC;LaLiga;2018-2019;15000000;15000000;0;0
Joaquín Correa;Left Winger;23;Sevilla FC;LaLiga;Lazio;Serie A;2018-2019;10000000;15000000;0.5;5000000
Grégoire Defrel;Centre-Forward;27;Sassuolo;Serie A;AS Roma;Serie A;2018-2019;10000000;15000000;0.5;5000000
Mouctar Diakhaby;Centre-Back;21;Olympique Lyon;Ligue 1;Valencia CF;LaLiga;2018-2019;10000000;15000000;0.5;5000000
Ibrahim Amadou;Defensive Midfield;25;LOSC Lille;Ligue 1;Sevilla FC;LaLiga;2018-2019;3500000;15000000;3.28571428571429;11500000
João Carvalho;Attacking Midfield;21;Benfica;Liga NOS;Nottm Forest;Championship;2018-2019;2500000;15000000;5;12500000
Matheus Cunha;Centre-Forward;19;FC Sion;Super League;RB Leipzig;1.Bundesliga;2018-2019;1500000;15000000;9;13500000
Ederson;Attacking Midfield;22;OGC Nice;Ligue 1;Olympique Lyon;Ligue 1;2008-2009;11000000;14900000;0.354545454545455;3900000
Shane Long;Centre-Forward;27;Hull City;Premier League;Southampton;Premier League;2014-2015;6000000;14900000;1.48333333333333;8900000
Roger Martínez;Centre-Forward;24;JS Suning;Super League;Villarreal CF;LaLiga;2018-2019;2500000;14900000;4.96;12400000
Rodolfo Pizarro;Attacking Midfield;22;CF Pachuca;Liga MX Clausura;Chivas;Liga MX Clausura;2016-2017;5000000;14750000;1.95;9750000
Gareth Bale;Right Winger;17;Southampton;Championship;Spurs;Premier League;2007-2008;7500000;14700000;0.96;7200000
Xherdan Shaqiri;Right Winger;26;Stoke City;Championship;Liverpool;Premier League;2018-2019;18000000;14700000;-0.183333333333333;-3300000
Carlos Tévez;Second Striker;22;Corinthians;Série A;West Ham;Premier League;2006-2007;15000000;14600000;-0.0266666666666667;-400000
Javier Mascherano;Defensive Midfield;22;Corinthians;Série A;West Ham;Premier League;2006-2007;11800000;14600000;0.23728813559322;2800000
Kurt Zouma;Centre-Back;19;Saint-Étienne;Ligue 1;Chelsea;Premier League;2013-2014;7500000;14600000;0.946666666666667;7100000
Tomás Rosicky;Attacking Midfield;20;Sparta Praha;Czech Republic;Bor. Dortmund;1.Bundesliga;2000-2001;NA;14500000;NA;NA
Adriano;Centre-Forward;20;Inter;Serie A;Parma;Serie A;2002-2003;NA;14500000;NA;NA
Anatoliy Tymoshchuk;Defensive Midfield;27;Shakhtar D.;Premier Liga;Zenit S-Pb;Premier Liga;2006-2007;6000000;14500000;1.41666666666667;8500000
Matuzalém;Defensive Midfield;27;Shakhtar D.;Premier Liga;Real Zaragoza;LaLiga;2007-2008;14000000;14500000;0.0357142857142857;500000
Victor Wanyama;Defensive Midfield;22;Celtic;Premiership;Southampton;Premier League;2013-2014;5000000;14500000;1.9;9500000
Hakan Calhanoglu;Left Winger;20;Hamburger SV;1.Bundesliga;Bay. Leverkusen;1.Bundesliga;2014-2015;7000000;14500000;1.07142857142857;7500000
Amadou Diawara;Defensive Midfield;19;Bologna;Serie A;SSC Napoli;Serie A;2016-2017;11000000;14500000;0.318181818181818;3500000
Rodolfo Pizarro;Attacking Midfield;24;Chivas;Liga MX Apertura;Monterrey;Liga MX Apertura;2018-2019;5500000;14500000;1.63636363636364;9000000
Catanha;Centre-Forward;28;Málaga CF;LaLiga;Celta de Vigo;LaLiga;2000-2001;NA;14420000;NA;NA
Juan Pablo Ángel;Centre-Forward;25;River Plate;Argentina;Aston Villa;Premier League;2000-2001;NA;14400000;NA;NA
Seydou Doumbia;Centre-Forward;27;CSKA Moscow;Premier Liga;AS Roma;Serie A;2014-2015;25000000;14400000;-0.424;-10600000
Victor Wanyama;Defensive Midfield;25;Southampton;Premier League;Spurs;Premier League;2016-2017;15000000;14400000;-0.04;-600000
Laurent Robert;Left Winger;26;Paris SG;Ligue 1;Newcastle;Premier League;2001-2002;NA;14330000;NA;NA
Ross McCormack;Second Striker;29;Fulham;Championship;Aston Villa;Championship;2016-2017;8000000;14300000;0.7875;6300000
Clinton N'Jie;Centre-Forward;22;Olympique Lyon;Ligue 1;Spurs;Premier League;2015-2016;5000000;14100000;1.82;9100000
Mateja Kezman;Centre-Forward;21;Partizan;Serbia;PSV Eindhoven;Eredivisie;2000-2001;NA;14000000;NA;NA
Claude Makélélé;Defensive Midfield;27;Celta de Vigo;LaLiga;Real Madrid;LaLiga;2000-2001;NA;14000000;NA;NA
Ivan Pelizzoli;Goalkeeper;20;Atalanta;Serie A;AS Roma;Serie A;2001-2002;NA;14000000;NA;NA
Scott Parker;Central Midfield;23;Charlton;Premier League;Chelsea;Premier League;2003-2004;NA;14000000;NA;NA
Valeri Bojinov;Centre-Forward;18;Lecce;Serie A;Fiorentina;Serie A;2004-2005;13000000;14000000;0.0769230769230769;1000000
Matuzalém;Defensive Midfield;24;Brescia;Serie A;Shakhtar D.;Premier Liga;2004-2005;NA;14000000;NA;NA
Gianluca Zambrotta;Right-Back;29;Juventus;Serie B;FC Barcelona;LaLiga;2006-2007;26000000;14000000;-0.461538461538462;-12000000
Royston Drenthe;Left Midfield;20;Feyenoord;Eredivisie;Real Madrid;LaLiga;2007-2008;13000000;14000000;0.0769230769230769;1000000
Willian;Right Winger;19;Corinthians;Série A;Shakhtar D.;Premier Liga;2007-2008;11000000;14000000;0.272727272727273;3000000
Nikola Zigic;Centre-Forward;26;Racing;LaLiga;Valencia CF;LaLiga;2007-2008;10000000;14000000;0.4;4000000
Marcell Jansen;Left-Back;21;Bor. M'gladbach;2.Bundesliga;Bayern Munich;1.Bundesliga;2007-2008;10000000;14000000;0.4;4000000
Alberto Gilardino;Centre-Forward;26;AC Milan;Serie A;Fiorentina;Serie A;2008-2009;17000000;14000000;-0.176470588235294;-3000000
Jean II Makoun;Defensive Midfield;25;LOSC Lille;Ligue 1;Olympique Lyon;Ligue 1;2008-2009;12500000;14000000;0.12;1500000
Sulley Muntari;Central Midfield;23;Portsmouth;Premier League;Inter;Serie A;2008-2009;12000000;14000000;0.166666666666667;2000000
Andrea Barzagli;Centre-Back;27;US Palermo;Serie A;VfL Wolfsburg;1.Bundesliga;2008-2009;11000000;14000000;0.272727272727273;3000000
Dani Güiza;Centre-Forward;27;RCD Mallorca;LaLiga;Fenerbahce;Süper Lig;2008-2009;10000000;14000000;0.4;4000000
Seydou Keita;Central Midfield;28;Sevilla FC;LaLiga;FC Barcelona;LaLiga;2008-2009;8000000;14000000;0.75;6000000
Keirrison;Centre-Forward;20;Desp. Brasil;Brazil;FC Barcelona;LaLiga;2009-2010;14000000;14000000;0;0
Sami Khedira;Central Midfield;23;VfB Stuttgart;1.Bundesliga;Real Madrid;LaLiga;2010-2011;18000000;14000000;-0.222222222222222;-4000000
Klaas-Jan Huntelaar;Centre-Forward;27;AC Milan;Serie A;FC Schalke 04;1.Bundesliga;2010-2011;13000000;14000000;0.0769230769230769;1000000
Balázs Dzsudzsák;Left Winger;24;PSV Eindhoven;Eredivisie;Anzhi;Premier Liga;2011-2012;14000000;14000000;0;0
Christopher Samba;Centre-Back;27;Blackburn;Premier League;Anzhi;Russia;2011-2012;12000000;14000000;0.166666666666667;2000000
Jordi Alba;Left-Back;23;Valencia CF;LaLiga;FC Barcelona;LaLiga;2012-2013;10000000;14000000;0.4;4000000
Carlos Vela;Right Winger;23;Arsenal;Premier League;Real Sociedad;LaLiga;2012-2013;8000000;14000000;0.75;6000000
Pizzi;Central Midfield;23;Atlético Madrid;LaLiga;Benfica;Liga NOS;2013-2014;6000000;14000000;1.33333333333333;8000000
Dusan Tadic;Attacking Midfield;25;FC Twente;Eredivisie;Southampton;Premier League;2014-2015;10000000;14000000;0.4;4000000
Petr Cech;Goalkeeper;33;Chelsea;Premier League;Arsenal;Premier League;2015-2016;12000000;14000000;0.166666666666667;2000000
Paulinho;Central Midfield;26;Spurs;Premier League;GZ Evergrande;Super League;2015-2016;9000000;14000000;0.555555555555556;5000000
Adama Traoré;Central Midfield;20;LOSC Lille;Ligue 1;Monaco;Ligue 1;2015-2016;1250000;14000000;10.2;12750000
Lucas Pérez;Centre-Forward;27;Dep. La Coruña;LaLiga;Arsenal;Premier League;2016-2017;12000000;14000000;0.166666666666667;2000000
Piotr Zielinski;Central Midfield;22;Udinese Calcio;Serie A;SSC Napoli;Serie A;2016-2017;12000000;14000000;0.166666666666667;2000000
Filip Kostic;Left Winger;23;VfB Stuttgart;2.Bundesliga;Hamburger SV;1.Bundesliga;2016-2017;10000000;14000000;0.4;4000000
Ashley Williams;Centre-Back;31;Swansea;Premier League;Everton;Premier League;2016-2017;8000000;14000000;0.75;6000000
Timo Werner;Centre-Forward;20;VfB Stuttgart;2.Bundesliga;RB Leipzig;1.Bundesliga;2016-2017;8000000;14000000;0.75;6000000
Francis Coquelin;Defensive Midfield;26;Arsenal;Premier League;Valencia CF;LaLiga;2017-2018;12000000;14000000;0.166666666666667;2000000
Enes Ünal;Centre-Forward;20;Man City;Premier League;Villarreal CF;LaLiga;2017-2018;10000000;14000000;0.4;4000000
Rúben Semedo;Centre-Back;23;Sporting CP;Liga NOS;Villarreal CF;LaLiga;2017-2018;9000000;14000000;0.555555555555556;5000000
Rick Karsdorp;Right-Back;22;Feyenoord;Eredivisie;AS Roma;Serie A;2017-2018;9000000;14000000;0.555555555555556;5000000
Thiago Maia;Central Midfield;20;Santos FC;Série A;LOSC Lille;Ligue 1;2017-2018;3000000;14000000;3.66666666666667;11000000
Diogo Jota;Left Winger;21;Atlético Madrid;LaLiga;Wolves;Premier League;2018-2019;12000000;14000000;0.166666666666667;2000000
Daniel Ginczek;Centre-Forward;27;VfB Stuttgart;1.Bundesliga;VfL Wolfsburg;1.Bundesliga;2018-2019;3500000;14000000;3;10500000
Jean-Eudes Aholou;Defensive Midfield;24;R. Strasbourg;Ligue 1;Monaco;Ligue 1;2018-2019;3000000;14000000;3.66666666666667;11000000
Danny Ward;Goalkeeper;25;Liverpool;Premier League;Leicester;Premier League;2018-2019;2500000;14000000;4.6;11500000
Gareth Barry;Defensive Midfield;28;Aston Villa;Premier League;Man City;Premier League;2009-2010;18500000;13900000;-0.248648648648649;-4600000
Mauricio Isla;Right-Back;24;Udinese Calcio;Serie A;Juventus;Serie A;2012-2013;14000000;13900000;-0.00714285714285714;-100000
Yohan Cabaye;Central Midfield;29;Paris SG;Ligue 1;Crystal Palace;Premier League;2015-2016;16000000;13900000;-0.13125;-2100000
Saido Berahino;Centre-Forward;23;West Brom;Premier League;Stoke City;Premier League;2016-2017;15000000;13900000;-0.0733333333333333;-1100000
Alex Oxlade-Chamberlain;Right Midfield;17;Southampton;Championship;Arsenal;Premier League;2011-2012;2500000;13800000;4.52;11300000
Jeffrey Schlupp;Left-Back;24;Leicester;Premier League;Crystal Palace;Premier League;2016-2017;8000000;13800000;0.725;5800000
Vedran Corluka;Centre-Back;22;Man City;Premier League;Spurs;Premier League;2008-2009;11500000;13750000;0.195652173913043;2250000
Roberto Soriano;Left Winger;25;Sampdoria;Serie A;Villarreal CF;LaLiga;2016-2017;14000000;13750000;-0.0178571428571429;-250000
Peter Crouch;Centre-Forward;27;Liverpool;Premier League;Portsmouth;Premier League;2008-2009;9500000;13700000;0.442105263157895;4200000
Jay Rodríguez;Centre-Forward;27;Southampton;Premier League;West Brom;Premier League;2017-2018;10000000;13700000;0.37;3700000
Harry Maguire;Centre-Back;24;Hull City;Championship;Leicester;Premier League;2017-2018;8000000;13700000;0.7125;5700000
Michael Turner;Centre-Back;25;Hull City;Premier League;Sunderland;Premier League;2009-2010;4000000;13600000;2.4;9600000
Giovanni van Bronckhorst;Left-Back;26;Rangers;Scotland;Arsenal;Premier League;2001-2002;NA;13500000;NA;NA
Jonathan Woodgate;Centre-Back;23;Leeds;Premier League;Newcastle;Premier League;2002-2003;NA;13500000;NA;NA
Eduardo;Centre-Forward;24;Dinamo Zagreb;1.HNL;Arsenal;Premier League;2007-2008;7650000;13500000;0.764705882352941;5850000
Yoann Gourcuff;Attacking Midfield;22;AC Milan;Serie A;G. Bordeaux;Ligue 1;2009-2010;18500000;13500000;-0.27027027027027;-5000000
Hernanes;Attacking Midfield;25;São Paulo;Série A;Lazio;Serie A;2010-2011;9000000;13500000;0.5;4500000
Raúl Meireles;Central Midfield;28;Liverpool;Premier League;Chelsea;Premier League;2011-2012;16000000;13500000;-0.15625;-2500000
Jérôme Boateng;Centre-Back;22;Man City;Premier League;Bayern Munich;1.Bundesliga;2011-2012;15000000;13500000;-0.1;-1500000
Pizzi;Central Midfield;22;Braga;Liga NOS;Atlético Madrid;LaLiga;2011-2012;7500000;13500000;0.8;6000000
Eduardo Vargas;Centre-Forward;22;U. de Chile;Primera División;SSC Napoli;Serie A;2011-2012;6000000;13500000;1.25;7500000
Christian Eriksen;Attacking Midfield;21;AFC Ajax;Eredivisie;Spurs;Premier League;2013-2014;18000000;13500000;-0.25;-4500000
Medhi Benatia;Centre-Back;26;Udinese Calcio;Serie A;AS Roma;Serie A;2013-2014;13000000;13500000;0.0384615384615385;500000
Leon Bailey;Left Winger;19;KRC Genk;Jupiler Pro League;Bay. Leverkusen;1.Bundesliga;2016-2017;12500000;13500000;0.08;1000000
Stevan Jovetic;Centre-Forward;27;Man City;Premier League;Inter;Serie A;2016-2017;10000000;13500000;0.35;3500000
Nathan Redmond;Left Winger;22;Norwich;Championship;Southampton;Premier League;2016-2017;7500000;13500000;0.8;6000000
Marten de Roon;Central Midfield;26;Middlesbrough;Championship;Atalanta;Serie A;2017-2018;10000000;13500000;0.35;3500000
Davy Klaassen;Attacking Midfield;25;Everton;Premier League;Werder Bremen;1.Bundesliga;2018-2019;15000000;13500000;-0.1;-1500000
Benik Afobe;Centre-Forward;25;Wolves;Premier League;Stoke City;Championship;2018-2019;10000000;13500000;0.35;3500000
Cengiz Ünder;Right Winger;20;Basaksehir;Süper Lig;AS Roma;Serie A;2017-2018;5000000;13400000;1.68;8400000
Ryan Bertrand;Left-Back;25;Chelsea;Premier League;Southampton;Premier League;2014-2015;6000000;13340000;1.22333333333333;7340000
Andy Johnson;Centre-Forward;27;Everton;Premier League;Fulham;Premier League;2008-2009;10000000;13300000;0.33;3300000
Fabio Borini;Left Winger;21;AS Roma;Serie A;Liverpool;Premier League;2012-2013;9000000;13300000;0.477777777777778;4300000
Benik Afobe;Centre-Forward;22;Wolves;Championship;Bournemouth;Premier League;2015-2016;7000000;13300000;0.9;6300000
Khalid Boulahrouz;Centre-Back;24;Hamburger SV;1.Bundesliga;Chelsea;Premier League;2006-2007;13000000;13200000;0.0153846153846154;200000
Ashley Young;Left Midfield;21;Watford;Premier League;Aston Villa;Premier League;2006-2007;6500000;13200000;1.03076923076923;6700000
Loïc Rémy;Centre-Forward;27;QPR;Premier League;Chelsea;Premier League;2014-2015;12000000;13200000;0.1;1200000
Adriano;Centre-Forward;19;Flamengo;Brazil;Inter;Serie A;2001-2002;NA;13190000;NA;NA
Sergi Darder;Central Midfield;21;Málaga CF;LaLiga;Olympique Lyon;Ligue 1;2015-2016;7500000;13100000;0.746666666666667;5600000
Aldo Duscher;Defensive Midfield;21;Sporting CP;Liga NOS;Dep. La Coruña;LaLiga;2000-2001;NA;13000000;NA;NA
Mohamed Kallon;Centre-Forward;21;Vicenza;Serie B;Inter;Serie A;2001-2002;NA;13000000;NA;NA
Goran Drulic;Centre-Forward;24;Red Star;Serbia;Real Zaragoza;LaLiga;2001-2002;NA;13000000;NA;NA
Jorge Andrade;Centre-Back;24;FC Porto;Liga NOS;Dep. La Coruña;LaLiga;2002-2003;NA;13000000;NA;NA
Javi Moreno;Centre-Forward;27;AC Milan;Serie A;Atlético Madrid;LaLiga;2002-2003;NA;13000000;NA;NA
Petr Cech;Goalkeeper;22;Stade Rennais;Ligue 1;Chelsea;Premier League;2004-2005;NA;13000000;NA;NA
David Pizarro;Central Midfield;26;Inter;Serie A;AS Roma;Serie A;2006-2007;8000000;13000000;0.625;5000000
Tiago;Central Midfield;26;Olympique Lyon;Ligue 1;Juventus;Serie A;2007-2008;15000000;13000000;-0.133333333333333;-2000000
David Suazo;Centre-Forward;27;Cagliari Calcio;Serie A;Inter;Serie A;2007-2008;13000000;13000000;0;0
Raúl García;Attacking Midfield;20;CA Osasuna;LaLiga;Atlético Madrid;LaLiga;2007-2008;12000000;13000000;0.0833333333333333;1000000
Rolando Bianchi;Centre-Forward;24;Reggina;Serie A;Man City;Premier League;2007-2008;8500000;13000000;0.529411764705882;4500000
Alan Hutton;Right-Back;23;Rangers;Premiership;Spurs;Premier League;2007-2008;8000000;13000000;0.625;5000000
Vedran Corluka;Centre-Back;21;Dinamo Zagreb;1.HNL;Man City;Premier League;2007-2008;4100000;13000000;2.17073170731707;8900000
Mancini;Left Winger;27;AS Roma;Serie A;Inter;Serie A;2008-2009;19000000;13000000;-0.315789473684211;-6000000
Diego Milito;Centre-Forward;29;Real Zaragoza;LaLiga2;Genoa;Serie A;2008-2009;15000000;13000000;-0.133333333333333;-2000000
Fabricio Coloccini;Centre-Back;26;Dep. La Coruña;LaLiga;Newcastle;Premier League;2008-2009;10000000;13000000;0.3;3000000
Wayne Bridge;Left-Back;28;Chelsea;Premier League;Man City;Premier League;2008-2009;6000000;13000000;1.16666666666667;7000000
Stewart Downing;Left Midfield;25;Middlesbrough;Championship;Aston Villa;Premier League;2009-2010;11000000;13000000;0.181818181818182;2000000
